0.615
0, 4, 1467811592
4, 0, 1467823046
4, 0, 1467841985
4, 0, 1467844496
4, 0, 1467971937
4, 0, 1468022154
4, 0, 1468115583
4, 0, 1468147480
4, 0, 1468194474
4, 0, 1468222458
4, 0, 1468294189
0, 4, 1468305298
4, 0, 1468323352
4, 0, 1468350990
4, 0, 1468353283
4, 0, 1468363696
4, 0, 1468407171
4, 0, 1468556115
4, 0, 1468600795
4, 0, 1468653891
4, 0, 1468771452
4, 0, 1468788316
4, 0, 1468835040
4, 0, 1468851257
0, 4, 1468853362
4, 0, 1468869955
4, 0, 1468884106
4, 0, 1468956216
4, 0, 1469070756
4, 0, 1469174690
4, 0, 1469175624
4, 0, 1469221880
0, 4, 1469315904
0, 4, 1469332239
4, 0, 1469367959
4, 0, 1469369598
4, 0, 1469504022
4, 0, 1469556886
4, 0, 1469586840
4, 0, 1469588368
4, 0, 1469702598
4, 0, 1469729377
4, 0, 1469814230
4, 0, 1470068706
4, 0, 1470068878
4, 0, 1470184592
4, 0, 1548318058
4, 0, 1548318089
4, 0, 1548318718
0, 4, 1548495887
4, 0, 1548497412
4, 0, 1548499336
4, 0, 1548644566
4, 0, 1548700297
4, 0, 1548752185
0, 4, 1548775825
4, 0, 1548812521
0, 4, 1548853933
4, 0, 1548913969
0, 4, 1550762111
0, 4, 1550842657
4, 0, 1550847626
4, 0, 1550847854
0, 4, 1550934083
4, 0, 1550967980
4, 0, 1551025320
0, 4, 1551049117
4, 0, 1551242276
4, 0, 1551270892
4, 0, 1551271087
0, 4, 1551298222
4, 0, 1551303814
4, 0, 1551427323
4, 0, 1551492312
4, 0, 1551523241
4, 0, 1551683036
4, 0, 1551714135
4, 0, 1551745647
4, 0, 1551747064
4, 0, 1552035688
4, 0, 1553240921
0, 4, 1553301492
4, 0, 1553333885
4, 0, 1553368716
4, 0, 1553462868
4, 0, 1553491388
4, 0, 1553584021
4, 0, 1553584195
4, 0, 1553773447
0, 4, 1553823403
4, 0, 1553926283
4, 0, 1553955966
4, 0, 1554016844
0, 4, 1554077213
4, 0, 1554166882
4, 0, 1554525444
4, 0, 1555729487
0, 4, 1555732276
4, 0, 1555759472
0, 4, 1555931000
0, 4, 1555948184
4, 0, 1555984963
4, 0, 1556065268
4, 0, 1556314428
4, 0, 1556360851
4, 0, 1556360898
4, 0, 1556361985
4, 0, 1556490351
0, 4, 1556499434
4, 0, 1556510200
4, 0, 1556531101
4, 0, 1556552091
4, 0, 1556571579
4, 0, 1556607315
0, 4, 1556701241
4, 0, 1556723578
0, 4, 1556794166
4, 0, 1556795454
4, 0, 1556796459
4, 0, 1556811409
4, 0, 1556812745
4, 0, 1556812911
4, 0, 1556859702
4, 0, 1556940346
4, 0, 1556986559
4, 0, 1557018083
4, 0, 1557076284
0, 4, 1557089018
4, 0, 1557092896
4, 0, 1557108349
4, 0, 1557190149
0, 4, 1557235928
4, 0, 1557245465
0, 4, 1557328620
4, 0, 1557388067
4, 0, 1557400497
4, 0, 1557495851
4, 0, 1557556783
4, 0, 1557615461
4, 0, 1557616264
4, 0, 1557632526
0, 4, 1557644140
4, 0, 1557679907
4, 0, 1557713531
4, 0, 1557715783
4, 0, 1557782637
4, 0, 1557918866
4, 0, 1557980464
0, 4, 1557994455
4, 0, 1558023873
4, 0, 1558026471
4, 0, 1558072318
4, 0, 1558167236
4, 0, 1558192189
4, 0, 1558213373
4, 0, 1558213818
4, 0, 1558214781
0, 4, 1558254605
4, 0, 1558265511
4, 0, 1558372064
4, 0, 1558479420
4, 0, 1558676679
4, 0, 1558707117
4, 0, 1558733859
4, 0, 1558765395
4, 0, 1558823209
4, 0, 1558885636
4, 0, 1558974051
4, 0, 1559068472
4, 0, 1559069628
4, 0, 1559129556
4, 0, 1559161139
0, 4, 1559218257
4, 0, 1559356958
4, 0, 1559388406
4, 0, 1559388687
4, 0, 1559515018
4, 0, 1559643205
4, 0, 1559677492
4, 0, 1559708910
4, 0, 1559908144
0, 4, 1559940226
4, 0, 1560005525
4, 0, 1563513464
4, 0, 1563558073
4, 0, 1563578431
4, 0, 1563661735
4, 0, 1563718962
4, 0, 1563736537
4, 0, 1563758374
0, 4, 1563766071
4, 0, 1563794344
4, 0, 1563796075
4, 0, 1563796454
0, 4, 1563807026
4, 0, 1563811535
4, 0, 1563812149
4, 0, 1563830597
4, 0, 1563867822
4, 0, 1564008495
0, 4, 1564039466
4, 0, 1564039674
4, 0, 1564055911
0, 4, 1564081779
4, 0, 1564089971
4, 0, 1564121955
0, 4, 1564143581
0, 4, 1564147744
4, 0, 1564202104
4, 0, 1564218035
4, 0, 1564299252
0, 4, 1564299946
4, 0, 1564315193
0, 4, 1564317284
4, 0, 1564317459
4, 0, 1564381575
4, 0, 1564503761
0, 4, 1564505451
0, 4, 1564539484
4, 0, 1564564450
4, 0, 1564585458
0, 4, 1564644828
0, 4, 1564646271
4, 0, 1564666537
4, 0, 1564692110
0, 4, 1564704134
4, 0, 1564733573
4, 0, 1564829112
4, 0, 1564855103
4, 0, 1564855353
4, 0, 1564987841
0, 4, 1565067341
4, 0, 1565294837
4, 0, 1565330750
4, 0, 1565365365
4, 0, 1565467660
4, 0, 1565687097
4, 0, 1565878401
4, 0, 1565996758
4, 0, 1572869529
4, 0, 1572913626
4, 0, 1573069350
4, 0, 1573069356
0, 4, 1573194907
4, 0, 1573252109
4, 0, 1573252988
4, 0, 1573274546
